F#4,D4,F#4,D4,F#4,D4,F#4,D4,E4,D4,E4,D4,E4,D4,E4,D4
F#4,D4,F#4,D4,F#4,D4,F#4,D4,E4,D4,E4,D4,E4,D4,E4,D4
F#4,E4,D4,C#4,F#4,C4,D4,F#4,F#4,E4,D4,C#4,F#4,C4,D4,F#4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
